date,temp_max,humidity_mean,solar_rad,satellite_id,asset_link,has_satellite_image,vpd_kpa,heat_stress_idx
2023-07-23,45.1,13,27.91,,,0,8.379727,15.099998
2023-07-24,40.6,19,28.81,,,0,6.1679487,10.599998
2023-07-25,40.4,17,28.63,S2A_MSIL2A_20230725T183921_R070_T10SGF_20240906T154600,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/10/S/GF/2023/07/25/S2A_MSIL2A_20230725T183921_N0510_R070_T10SGF_20240906T154600.SAFE/GRANULE/L2A_T10SGF_A042252_20230725T185135/IMG_DATA/R10m/T10SGF_20230725T183921_TCI_10m.tif?st=2025-12-09T11%3A21%3A31Z&se=2025-12-10T12%3A06%3A31Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-12-09T18%3A49%3A35Z&ske=2025-12-16T18%3A49%3A35Z&sks=b&skv=2025-07-05&sig=9qgY6bVsQiBWzCVZxpd6dngv6qFZkaYudq949pQR9Xs%3D,1,6.2534738,10.400002
2023-07-25,40.4,17,28.63,S2A_MSIL2A_20230725T183921_R070_T10SGF_20230726T032906,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/10/S/GF/2023/07/25/S2A_MSIL2A_20230725T183921_N0509_R070_T10SGF_20230726T032906.SAFE/GRANULE/L2A_T10SGF_A042252_20230725T185135/IMG_DATA/R10m/T10SGF_20230725T183921_TCI_10m.tif?st=2025-12-09T11%3A21%3A31Z&se=2025-12-10T12%3A06%3A31Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-12-09T18%3A49%3A35Z&ske=2025-12-16T18%3A49%3A35Z&sks=b&skv=2025-07-05&sig=9qgY6bVsQiBWzCVZxpd6dngv6qFZkaYudq949pQR9Xs%3D,1,6.2534738,10.400002
2023-07-26,41.7,18,28.77,,,0,6.6179028,11.700001
2023-07-27,39.5,20,28.75,,,0,5.7450576,9.5
2023-07-28,39.5,20,28.92,S2A_MSIL2A_20230728T184921_R113_T10SGF_20240911T130101,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/10/S/GF/2023/07/28/S2A_MSIL2A_20230728T184921_N0510_R113_T10SGF_20240911T130101.SAFE/GRANULE/L2A_T10SGF_A042295_20230728T190044/IMG_DATA/R10m/T10SGF_20230728T184921_TCI_10m.tif?st=2025-12-09T11%3A21%3A31Z&se=2025-12-10T12%3A06%3A31Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-12-09T18%3A49%3A35Z&ske=2025-12-16T18%3A49%3A35Z&sks=b&skv=2025-07-05&sig=9qgY6bVsQiBWzCVZxpd6dngv6qFZkaYudq949pQR9Xs%3D,1,5.7450576,9.5
2023-07-28,39.5,20,28.92,S2A_MSIL2A_20230728T184921_R113_T10SGF_20230729T011937,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/10/S/GF/2023/07/28/S2A_MSIL2A_20230728T184921_N0509_R113_T10SGF_20230729T011937.SAFE/GRANULE/L2A_T10SGF_A042295_20230728T190044/IMG_DATA/R10m/T10SGF_20230728T184921_TCI_10m.tif?st=2025-12-09T11%3A21%3A31Z&se=2025-12-10T12%3A06%3A31Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-12-09T18%3A49%3A35Z&ske=2025-12-16T18%3A49%3A35Z&sks=b&skv=2025-07-05&sig=9qgY6bVsQiBWzCVZxpd6dngv6qFZkaYudq949pQR9Xs%3D,1,5.7450576,9.5
2023-07-29,40.4,19,28.23,,,0,6.1027875,10.400002
2023-07-30,40.5,17,26.32,S2B_MSIL2A_20230730T183929_R070_T10SGF_20240820T035115,https://sentinel2l2a01.blob.core.windows.net/sentinel2-l2/10/S/GF/2023/07/30/S2B_MSIL2A_20230730T183929_N0510_R070_T10SGF_20240820T035115.SAFE/GRANULE/L2A_T10SGF_A033415_20230730T185414/IMG_DATA/R10m/T10SGF_20230730T183929_TCI_10m.tif?st=2025-12-09T11%3A21%3A31Z&se=2025-12-10T12%3A06%3A31Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-12-09T18%3A49%3A35Z&ske=2025-12-16T18%3A49%3A35Z&sks=b&skv=2025-07-05&sig=9qgY6bVsQiBWzCVZxpd6dngv6qFZkaYudq949pQR9Xs%3D,1,6.286782,10.5
2023-07-31,39.9,15,28.2,,,0,6.2359366,9.900002
2023-08-01,38.1,21,28.26,,,0,5.2619243,8.099998
